label,message,message_length
0,lmaonice,11
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,136
0,nt yet chikkusimple habbahw abt u,38
0,back brum thanks putting u keeping u happy see soon,82
0,convey regard,24
0,ive reached home finally,28
0,im gon na able late notice ill home week anyway plan,109
1,dear subscriber ur draw gift voucher b entered receipt correct an elvis presley birthday txt answer,141
1,camera awarded sipix digital camera call fromm landline delivery within day,106
0,sorry im free,21
0,rat hey u ever vote next theme,46
0,course make stink,38
0,okay going sleep later,38
0,wishing family merry x ma happy new year advance,73
0,excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,119
0,send resume,22
0,gain right wifedont demand iti trying husband toolets see,76
0,catch bus frying egg make tea eating mom left dinner feel love,134
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,142
1,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae tc james ehrr,165
1,receiving week triple echo ringtone shortly enjoy,73
0,take small dose tablet fever,37
0,hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe,153
0,hank lotsly,13
0,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx,108
0,pls ask macho much budget bb bold co saw new one ltgt dollar,94
0,pls dont play others life,33
0,omw back tampa west palm hear happened,57
0,sorry going home first daddy come fetch later,56
0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study,115
0,bill letter im expecting one orange isnt bill may still say orange,122
0,printer cool mean groovy wine groovying,49
0,k wat tht incident,22
0,wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing,289
0,hear loud scream ltgt minute cause gyno shoving thing dont belong,120
0,new theory argument win situation loses person dont argue ur friend kick amp say im always correct,145
0,probably earlier station think,63
1,private account statement show unredeemed bonus point claim call identifier code expires,153
0,seriously tell exact word right,48
0,yesgauti sehwag odi series,40
0,r u continent,22
0,hello little party animal thought id buzz friend grin reminding loved send naughty adoring kiss,158
0,hi darlin im missin u hope good time u back time u give call home jess xx,125
1,freemsg claim ur sm messagestext ok nowuse webmobile ur mate etc join txtcom pwk tc box lawu remove txtx stop,161
0,bugis juz wat im walking home oredi late reply oso saw top dat like din buy r,145
0,marrow wed ltgt aha,42
0,ok ksry knw sivatats askd,39
1,december mobile mths entitled update latest colour camera mobile free call mobile update vco free,159
1,free entry weekly comp send word win tc wwwtxttowincouk,99
1,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp,163
0,im see cant see maybe reboot ym seen buzz,96
0,petey boy whereare friendsare thekingshead come canlove nic,94
0,hi mobile ltgt added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom,158
0,thought slide enough,26
0,im really still tonight babe,42
0,come alivebetter correct good looking figure,73
0,still grinder,30
0,happened adventuring,40
1,message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,159
1,big brother alert computer selected u k cash voucher call ntt po box cro bt landline cost ppm mobile vary,154
0,yep dereks house see sunday lt,47
1,check choose babe video smsshsexnetun fgkslpopw fgkslpo,69
0,yeah gang ready,35
0,hellodrivbyquit edrunk sorry iff pthis make senrddnot dancce drum n basqihave fun nhite x ro xxxxxxx,125
1,winner valued network customer selected receivea prize reward claim call claim code kl valid hour,157
0,haha cant tmr forfeit haha,65
0,im da bus going home,27
1,congratulation youve youre winner august prize draw call prize code,114
1,complimentary star ibiza holiday cash need urgent collection landline lose boxskwpppm,149
0,nohe joined today,27
0,hey da cool iknow wellda peril studentfinancial crisisspk u lr,80
0,asked sen come chennai search job,47
0,good friend care close friend understand true friend stay forever beyond word beyond time gud ni,138
0,well medical mission nigeria,44
0,ahhh work vaguely remember feel like lol,64
0,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx,81
0,didnt get ur full msgsometext missing send,59
0,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx,148
0,liked new house,22
0,accidentally brought em home box,41
0,im inside officestill filling formsdon know leave,70
0,bloo bloo bloo ill miss first bowl,41
0,two letter copy co one message speak soon,101
0,thank princess want see nice juicy booty,58
0,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane,94
0,u better go sleep dun disturb u liao u wake msg lor,73
0,cool text head,31
0,multimedia message email,46
1,sm ac blind date u rodds aberdeen united kingdom check httpimg sm acwicmbcktzr blind date send hide,146
1,dorothykiefercom bank granite issue strongbuy explosive pick member nasdaq symbol cdgt per,156
0,aiyar dun disturb u liao thk u lot aft ur cupboard come,72
1,dear voucher holder claim week offer pc go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop,143
0,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,148
0,say fantastic chance anything need bigger life lift losing live think would first person die n v q,167
1,new voicemail please call,49
0,much buzy,22
0,guy get used dumb realize,50
0,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,368
0,call later afternoon onwords mtnl service get problem south mumbai hear cannt listen,119
0,know lab goggles went,37
0,hi way u day normal waythis real ur uniquei hope know u rest mylife hope u find wot lost,142
0,yes da plm ur office,28
0,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face,228
0,date sunday,35
0,stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one call im babysitting monday,165
0,hopeing wasnt pissed remember gone sister something,96
0,designation software developer may get chennai,62
0,alrite,6
0,send email mind ltgt time per night,72
0,time u wrkin,18
0,see thought,29
0,okie,4
0,damn make tonight want wait til tomorrow,70
0,somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crush,148
0,really hope work doesnt get stressful gr day,61
1,sparkling shopping break per person call visit wwwshortbreaksorguk,108
0,hey gorgeous man work mobile number good one babe squishy mwahs,80
0,coming friday leave pongaldo get news work place,84
0,want tell bad feel basically time text lately need drug,103
0,ya ok vikky vl c witin ltgt min il reply u,56
0,ha ha popped loo helloed hello,63
0,hey time driving fri go evaluation fri,69
1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout,150
0,friendship game play word say doesnt start march end may tomorrow yesterday today e,141
1,important information orange user xxxxxx today ur lucky day find log onto httpwwwurawinnercom there fantastic prizeawaiting,157
1,forwarded please call immediately urgent message waiting,111
0,yar lor u noe u used dat route,43
0,gwr,5
0,minimum walk mile day,29
1,cashbincouk get lot cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,155
1,free text msg text ok well credit account,71
0,dont know oh,24
0,thought id get watch co thats kind thing u getanth love much,99
0,valentine huh proof fb page ugh im glad really didnt watch rupaul show tool,119
0,k marrow coming class,39
0,thx well month,37
0,babe go day miss already love loving kiss hope everything go well,126
1,u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care,147
0,wait till end march el nino get oh,58
0,cant believe attached seeing every day know best get babe go teach class midnight,158
0,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,113
1,chosen receive award pls call claim number collect award selected receive valued mobile customer,158
0,yo way could pick something tonight,47
0,im really really broke oh amount small even ltgt,71
0,thats good let thank god please complete drug lot water beautiful day,100
0,nope since ayo travelled forgotten guy,51
1,freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic c pocketbabecouk wk,154
0,ok finishing soon,22
0,probably gon na swing wee bit,36
0,send yettys number pls,27
0,left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc ltgt,257
0,driving training,28
0,wishing beautiful day moment revealing even thing keep smiling enjoy,101
0,oh right ok ill make sure load work day got really nasty cough today dry n shot really help,149
0,still game,22
1,youve tkts euro cup final cash collect call b pobox ppm,110
0,hanging brother family,42
0,yup ive finished c,30
1,mobile month u r entitled update latest colour mobile camera free call mobile update co free,154
0,im workin get job,36
0,project w frens lor,27
0,ya taking ure practical lesson start june,64
0,prabhaim sorydarealyfrm heart im sory,45
1,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text,161
